identifier,handle,file_name,url,mtime,size,md5,sha1
baltimorebrew-2022,BaltimoreBrew,baltimorebrew-2022-08-05T08:22:35.823444-04:00.wayback.json,https://archive.org/download/baltimorebrew-2022/baltimorebrew-2022-08-05T08:22:35.823444-04:00.wayback.json,2022-08-05 12:22:53,235,ef960f381a5b3430f34ac9496618981e,a756a6aaafe7ec946ec3b1ba4f4f2469b28d4a25
baltimoremag-2022,Baltimoremag,baltimoremag-2022-08-05T08:21:13.648042-04:00.wayback.json,https://archive.org/download/baltimoremag-2022/baltimoremag-2022-08-05T08:21:13.648042-04:00.wayback.json,2022-08-05 12:21:24,34883,6fa8bbe0d7ebfb79f1556579813adbe5,42776a1bfc394b31d574efd4b036440f53550a81
beltel-2022,BelTel,beltel-2022-08-05T13:21:48.124596+01:00.wayback.json,https://archive.org/download/beltel-2022/beltel-2022-08-05T13:21:48.124596+01:00.wayback.json,2022-08-05 12:22:02,18345,a07907050cbb1366c5331a6a6055bae2,fa6d9a44f317cc88576b7c4f98c9006c962a21a6
berkeleyside-2022,Berkeleyside,berkeleyside-2022-08-05T05:21:46.270984-07:00.wayback.json,https://archive.org/download/berkeleyside-2022/berkeleyside-2022-08-05T05:21:46.270984-07:00.wayback.json,2022-08-05 12:21:55,202,07e452389e857b7334503102fdd2cebf,7ee6c0c3a091f70360ecaf47dab6b707a0ab4c8a
berkshireeagle-2022,BerkshireEagle,berkshireeagle-2022-08-05T08:21:46.842171-04:00.wayback.json,https://archive.org/download/berkshireeagle-2022/berkshireeagle-2022-08-05T08:21:46.842171-04:00.wayback.json,2022-08-05 12:22:03,89513,2bbb343c7c6b41762feacedc22eff792,531c6e6264c34bb3e3828594655e88868f8845a7
bettergov-2022,BetterGov,bettergov-2022-08-05T07:21:37.709703-05:00.wayback.json,https://archive.org/download/bettergov-2022/bettergov-2022-08-05T07:21:37.709703-05:00.wayback.json,2022-08-05 12:21:51,202,07e452389e857b7334503102fdd2cebf,7ee6c0c3a091f70360ecaf47dab6b707a0ab4c8a
bhamwatch-2022,BhamWatch,bhamwatch-2022-08-05T07:22:03.482202-05:00.wayback.json,https://archive.org/download/bhamwatch-2022/bhamwatch-2022-08-05T07:22:03.482202-05:00.wayback.json,2022-08-05 12:22:18,14679,6507d1277c11e4bd8108fd21096613c3,7e4dd3b2f0f99e6d4a88303ec35228050387f4b6
blackbygodwv-2022,BlackByGodWV,blackbygodwv-2022-08-05T08:22:25.163940-04:00.wayback.json,https://archive.org/download/blackbygodwv-2022/blackbygodwv-2022-08-05T08:22:25.163940-04:00.wayback.json,2022-08-05 12:22:39,14156,82d8b5f467253b8b5269f1d8c8ded62e,031b86e5c80a0429e2c42a518aca7d585c917ab4
bleacherreport-2022,BleacherReport,bleacherreport-2022-08-05T08:22:14.264011-04:00.wayback.json,https://archive.org/download/bleacherreport-2022/bleacherreport-2022-08-05T08:22:14.264011-04:00.wayback.json,2022-08-05 12:22:25,202,07e452389e857b7334503102fdd2cebf,7ee6c0c3a091f70360ecaf47dab6b707a0ab4c8a
bleepincomputer-2022,BleepinComputer,bleepincomputer-2022-08-05T08:23:03.360757-04:00.wayback.json,https://archive.org/download/bleepincomputer-2022/bleepincomputer-2022-08-05T08:23:03.360757-04:00.wayback.json,2022-08-05 12:23:13,32786,a7255931f38d8d3121a06f439df7dc5d,a8e57d2a3cf20fb41086f25e1c4726c83b503f45
